r2 607540 6e0000 4fe232 910000 510df5 170000 4fd0d4 740000 r1 190000 8e0000 740000 9b0000 910000 fd0000 2b0000 3f0000
r2 aea3ad 810000 a76281 c70000 be442b 960000 71cba6 d10000 r1 210000 120000 cf0000 d60000 c70000 b00000 500000 ef0000
r2 c0db6c 810000 96c6ef c20000 b1a814 500000 7476e5 830000 r1 830000 210000 120000 b60000 b00000 500000 4c0000 f40000
r2 aa1f74 a60000 9b8f02 b60000 8cc686 5e0000 7a2051 740000 r1 d80000 830000 210000 ef0000 500000 4c0000 d10000 fd0000
r2 784ee1 a60000 a5c264 830000 7c65f4 5e0000 4a119d 250000 r1 740000 d80000 830000 f40000 4c0000 d10000 250000 460000
r2 9b5c5f 780000 4fb69c 240000 35af46 460000 5a4b2d 600000 r1 370000 bf0000 660000 d60000 4e0000 140000 1c0000 f90000
r2 7f1450 ac0000 8f401c 660000 4c0e7c 460000 638ef5 770000 r1 c40000 370000 bf0000 da0000 140000 1c0000 f10000 770000
r2 7af5b3 820000 9e4b22 660000 58c0b4 460000 5a85b0 410000 r1 600000 c40000 370000 f90000 1c0000 f10000 410000 1f0000
r2 746f5b 870000 9b232c bf0000 62b359 610000 508791 5e0000 r1 a50000 600000 c40000 770000 f10000 410000 5e0000 890000
r2 70ddd9 820000 808a4e 600000 694068 5e0000 57bc49 3e0000 r1 3e0000 a50000 600000 1f0000 410000 5e0000 3b0000 240000
r2 717ca8 8f0000 7de0dc 770000 589155 610000 606f06 560000 r1 b90000 3e0000 a50000 890000 5e0000 3b0000 d20000 360000
r2 7e6fc4 6c0000 79fbef 410000 4a391c 760000 5f4cf0 6c0000 r1 6c0000 b90000 3e0000 240000 3b0000 d20000 380000 560000
r2 779824 b80000 7571f9 5e0000 4ecdb9 820000 65a122 9b0000 r1 b80000 6c0000 b90000 360000 d20000 380000 310000 210000
r2 61e3b4 6c0000 791946 3e0000 54971a 610000 70bc94 9b0000 r1 880000 b80000 6c0000 560000 380000 310000 ea0000 ac0000
r2 3b4214 880000 861348 560000 58efbd 740000 6704ef 950000 r1 9b0000 880000 b80000 210000 310000 ea0000 9f0000 000000
r2 54ff56 2c0000 779824 6c0000 62f026 740000 60c121 530000 r1 170000 9b0000 880000 ac0000 ea0000 9f0000 e40000 440000
r2 6d0b9a 630000 61e3b4 9b0000 6f62f1 6e0000 695d40 770000 r1 b80000 170000 9b0000 000000 9f0000 e40000 950000 470000
r2 75909e 770000 3d7603 9b0000 631972 6e0000 65207b 630000 r1 770000 b80000 170000 440000 e40000 950000 150000 530000
r2 6ea89a 9d0000 5b862b 950000 5b44f1 6e0000 64b672 690000 r1 e90000 770000 b80000 470000 950000 150000 520000 c00000
r2 7ab573 690000 7491f0 530000 677215 630000 75d328 7f0000 r1 690000 e90000 770000 530000 150000 520000 630000 220000
r2 81dce4 b20000 7ace34 770000 641f2d 6d0000 8fb22c c70000 r1 c70000 690000 e90000 c00000 520000 630000 7f0000 200000
r2 9919d9 690000 75db2f 630000 62ff3a 7f0000 abf9be e70000 r1 ef0000 c70000 690000 220000 630000 7f0000 810000 e70000
r2 8be91d 750000 820bc6 690000 751d3e 810000 b9ec5b b70000 r1 450000 ef0000 c70000 200000 7f0000 810000 ea0000 e90000
r2 99d580 500000 7c0932 7f0000 9620ec b10000 c089ce ce0000 r1 a70000 450000 ef0000 e70000 810000 ea0000 b70000 fb0000
r2 945800 750000 8a0993 c70000 b221ae b70000 c2da18 b60000 r1 a50000 a70000 450000 e90000 ea0000 b70000 ce0000 150000
r2 7d908e a50000 7ed9cd e70000 bc2a74 c20000 baf700 c90000 r1 e80000 a50000 a70000 fb0000 b70000 ce0000 d60000 cf0000
r2 80fefe 810000 94de0e b70000 c1d290 c20000 9ea3cd b60000 r1 810000 e80000 a50000 150000 ce0000 d60000 b60000 120000
r2 90524b 810000 94da74 ce0000 c3350d b60000 a10cff d80000 r1 c90000 810000 e80000 cf0000 d60000 b60000 ef0000 210000
r2 a5feb4 810000 7e91dc b60000 baf700 960000 9a7a89 ce0000 r1 fd0000 c90000 810000 120000 b60000 ef0000 f40000 830000
r2 9ce1ee a60000 80fefe c90000 9cbaec 960000 88ba97 8e0000 r1 a60000 fd0000 c90000 210000 ef0000 f40000 fd0000 d80000
r2 84e9a8 a60000 90524b b60000 a5a175 930000 4d3e00 450000 r1 ce0000 a60000 fd0000 830000 f40000 fd0000 460000 740000
r2 9cd57a ac0000 4fb69c 240000 4376ca 4e0000 7dc4d7 770000 r1 b60000 ac0000 3e0000 660000 d60000 da0000 f90000 370000
r2 8cb7ef a00000 849cf4 ac0000 5c0e5c 770000 730cde 820000 r1 210000 b60000 ac0000 bf0000 da0000 f90000 770000 c40000
r2 8bd769 a00000 9c7768 b60000 848b19 770000 554e54 600000 r1 820000 210000 b60000 370000 f90000 770000 1f0000 600000
r2 8e96a6 8f0000 9dc274 b60000 8092d2 770000 448509 710000 r1 8f0000 820000 210000 c40000 770000 1f0000 890000 a50000
r2 86eaf4 9f0000 904d61 770000 716a77 3b0000 40b39d 560000 r1 5c0000 8f0000 820000 600000 1f0000 890000 240000 3e0000
r2 8d5908 900000 8eb4ce 820000 55e8b6 3b0000 404e7e 6c0000 r1 710000 5c0000 8f0000 a50000 890000 240000 360000 b90000
r2 8925f0 900000 919306 600000 4876c0 380000 540e6c 6c0000 r1 080000 710000 5c0000 3e0000 240000 360000 560000 6c0000
r2 651f2b 900000 899393 710000 43cab2 380000 6e49b5 880000 r1 eb0000 080000 710000 b90000 360000 560000 210000 b80000
r2 58685f 4b0000 8e1fac 560000 43bf8e 560000 7f8a50 2c0000 r1 050000 eb0000 080000 6c0000 560000 210000 ac0000 880000
